R-201	reverse	repl_log_gen	repl_log_insert	-	-	repl_log_insert->or_pack_mem_value(class_name+PK)	LOG_REPL_RECORD.repl_data (WAL replication log)	insert/update/delete	none	no	NO_BODY	NONE: log carries packed PK DB_VALUE + LSA pointer, never a heap RECDES image	LOG_REPLICATION_DATA packs class_name+key DB_VALUE; after-image reached via repl_rec->lsa into WAL	CORRECT	src/transaction/replication.c:293-473 repl_log_insert; LOG_REPLICATION_DATA branch or_pack_string_with_length+or_pack_mem_value(key_dbvalue); rcvindex LSA from repl_insert_lsa/tail_lsa/oos_insert_lsa_queue	8.1-8.4	-	-
R-202	reverse	repl_log_gen	locator_add_or_remove_index_internal	-	-	heap_recdes_contains_oos->loop thread_p->oos_oids->repl_log_insert(RVREPL_OOS_INSERT|RVREPL_DUMMY_OOS_RECORD,key)	WAL repl log; LSA points at master OOS chunk WAL record	insert/delete	none	yes	PROPAGATE	PROPAGATE: replica needs per-chunk WAL LSA to redo its own oos_insert	one OOS repl log emitted per master oos_oid; LSA popped from oos_insert_lsa_queue; NULL OID -> DUMMY marker	FOLLOWUP	src/transaction/locator_sr.c:8150-8168 (inside locator_add_or_remove_index_internal @7869); repl_log_insert RVREPL_OOS_INSERT/RVREPL_DUMMY_OOS_RECORD	8.1	FIND-R3-01	known refactoring item "Unnecessary OOS replication log in locator_add_or_remove_index": OOS repl-log emission lives in PK-index maintenance path, not the natural heap-force path (see Optimization Idea B)
R-203	reverse	repl_log_gen	locator_update_force	-	-	heap_recdes_contains_oos(new_recdes)->loop thread_p->oos_oids->repl_log_insert(RVREPL_OOS_INSERT|DUMMY,new_key)	WAL repl log; LSA->master OOS chunk WAL record	update	none	yes	PROPAGATE	PROPAGATE: replica redoes its own oos_insert from chunk LSAs	OOS repl logs emitted before RVREPL_DATA_UPDATE repl log using new PK	CORRECT	src/transaction/locator_sr.c:8941-8975 locator_update_force	8.2	-	-
R-210	reverse	ha_apply	la_get_recdes	la_get_log_data (WAL)	-	la_get_log_data->recdes->{data,length} alias WAL redo image	la_repl_add_object->LC_COPYAREA->xlocator_repl_force	insert/update	full	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL: ship master physical after-image incl OOS inline stubs; OIDs repaired on replica	extracts raw master after-image with OOS stubs unchanged (not re-demoted); comment acks OR_MVCC_FLAG_HAS_OOS present	CORRECT	src/transaction/log_applier.c:5302-5414 la_get_recdes; :5389 comment "OOS records may already carry OR_MVCC_FLAG_HAS_OOS"	8.1-8.4	-	-
R-211	reverse	ha_apply	la_apply_insert_log	la_get_recdes	-	la_get_recdes(RVHF_INSERT/RVHF_MVCC_INSERT)->la_repl_add_object(LC_FLUSH_INSERT)	LC_COPYAREA->xlocator_repl_force	insert	full	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL: ship raw after-image with stubs	ships master heap image (stubs intact) into repl copyarea	CORRECT	src/transaction/log_applier.c:6200-6303 la_apply_insert_log	8.1	-	-
R-212	reverse	ha_apply	la_apply_update_log	la_get_recdes	-	la_get_recdes(RVHF_UPDATE/...)->la_repl_add_object(LC_FLUSH_UPDATE)	LC_COPYAREA->xlocator_repl_force	update	full	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL: ship raw after-image with stubs	ships master heap image (stubs intact) into repl copyarea	CORRECT	src/transaction/log_applier.c:5820-5918 la_apply_update_log	8.2	-	-
R-213	reverse	ha_apply	la_apply_delete_log	-	-	la_repl_add_object(class,item,NULL)	LC_COPYAREA(LC_FLUSH_DELETE)->xlocator_repl_force	delete	none	no	NO_BODY	NONE: delete ships PK key only, no record image	recdes=NULL; only packed PK forwarded	CORRECT	src/transaction/log_applier.c:5709-5751 la_apply_delete_log	8.3	-	-
R-214	reverse	ha_apply	la_apply_oos_insert_log	la_get_recdes (WAL)	-	la_get_recdes(RVOOS_INSERT chunk)->la_repl_add_object(LC_FLUSH_INSERT_OOS)	LC_COPYAREA->locator_oos_insert_force	insert(oos-chunk)	full	na	PROPAGATE	PROPAGATE: ship OOS value payload for replica oos_insert	single-chunk: reads chunk record from WAL and ships as LC_FLUSH_INSERT_OOS before heap row	CORRECT	src/transaction/log_applier.c:6044-6184 la_apply_oos_insert_log	8.1-8.4	-	-
R-215	reverse	ha_apply	la_rebuild_oos_recdes	la_get_log_data (WAL walk)	-	WAL forward-walk RVOOS_INSERT chunks->concat payloads->recdes	la_apply_oos_insert_log->LC_FLUSH_INSERT_OOS->locator_oos_insert_force	insert(oos-multichunk)	full	na	PROPAGATE	PROPAGATE: reassemble full OOS value across chunks, ship for replica oos_insert	walks WAL by trid, validates total_data_length, concatenates chunk bodies (headers stripped), captures master head OID for sql.log cache	CORRECT	src/transaction/log_applier.c:4872-5010 la_rebuild_oos_recdes	5.5/8.4	-	-
R-216	reverse	ha_apply	la_get_current	-	-	la_disk_to_obj->la_get_current->OR_IS_OOS->la_resolve_oos_value_for_sql_log(OOS cache)	sql.log (sl_write_insert/update_sql) audit artifact	insert/update	variable	yes	RESOLVE	RESOLVE: OOS-flagged columns must be resolved to values, never emit stub bytes	per var attr checks OR_IS_OOS(raw_offset); reads head OID+full length from stub then resolves value via OOS cache keyed by master head OID; miss=ER_FAILED	CORRECT	src/transaction/log_applier.c:3868-4035 la_get_current (:3974 vars_oos branch); :3836-3858 la_resolve_oos_value_for_sql_log	-	-	sql.log is HA audit artifact, not the replicated data path; correctly OOS-aware
