F-201	forward	heap instance RECDES	scan_next_heap_scan (S_HEAP_SCAN, S_FORWARD)	heap_next	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	heap_next->recdes(local)->eval_data_filter / heap_attrinfo_read_dbvalues	heap_attrinfo_read_dbvalues->heap_attrvalue_read->heap_attrvalue_point_variable->heap_attrvalue_read_oos_inline->oos_read (attr-layer Resolve)	predicate eval on pred_attrs + rest-attr projection into attr cache; fetch_val_list reads resolved DB_VALUEs (PEEK)	variable (per-attr resolve; no raw recdes byte consumed)	yes (user table, arbitrary variable columns)	RESOLVE	DONT_CONSUME_RAW_BYTES	DONT_CONSUME_RAW_BYTES	CORRECT	src/query/scan_manager.c:5928 scan_next_heap_scan; eval_data_filter src/query/query_evaluator.c:2763 heap_attrinfo_read_dbvalues; rest at scan_manager.c:6171; attr-layer OOS reader heap_file.c:10382 heap_attrvalue_read_oos_inline->oos_read	OOS Test 1.1/1.4 heap SELECT full scan	-	-
F-202	forward	heap instance RECDES	scan_next_heap_scan (S_HEAP_SCAN, S_BACKWARD)	heap_prev	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	heap_prev->recdes(local)->eval_data_filter / heap_attrinfo_read_dbvalues	heap_attrinfo_read_dbvalues->heap_attrvalue_read->...->oos_read (attr-layer Resolve)	predicate eval + rest-attr projection (backward scan)	variable (per-attr resolve)	yes (user table)	RESOLVE	DONT_CONSUME_RAW_BYTES	DONT_CONSUME_RAW_BYTES	CORRECT	src/query/scan_manager.c:5945 scan_next_heap_scan backward branch; same consumers as F-201	OOS SELECT backward scan	-	-
F-203	forward	heap instance RECDES	scan_next_heap_scan (mvcc_select_lock_needed re-fetch)	locator_lock_and_get_object_with_evaluation	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	locator_lock_and_get_object_with_evaluation->recdes(local)->rest heap_attrinfo_read_dbvalues + mvcc reeval filter	heap_attrinfo_read_dbvalues->...->oos_read (attr-layer Resolve); MVCC cond reeval reads via attr layer	locked re-fetch of visible version, MVCC reevaluation then rest-attr projection	variable (per-attr resolve)	yes (user table)	RESOLVE	DONT_CONSUME_RAW_BYTES	DONT_CONSUME_RAW_BYTES	CORRECT	src/query/scan_manager.c:6043 scan_next_heap_scan lock path; rest read scan_manager.c:6171	OOS SELECT ... FOR UPDATE / mvcc lock path	-	-
F-204	forward	heap instance RECDES	scan_next_index_lookup_heap	heap_get_visible_version	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	heap_get_visible_version->recdes(local)->eval_data_filter	eval_data_filter->heap_attrinfo_read_dbvalues->...->oos_read (attr-layer Resolve)	index-lookup heap fetch then data-filter predicate eval	variable (per-attr resolve)	yes (user table)	RESOLVE	DONT_CONSUME_RAW_BYTES	DONT_CONSUME_RAW_BYTES	CORRECT	src/query/scan_manager.c:6808 scan_next_index_lookup_heap; eval_data_filter at scan_manager.c:6836 -> query_evaluator.c:2763	OOS index scan non-covering	-	-
F-205	forward	heap instance RECDES	scan_next_index_lookup_heap (mvcc_select_lock_needed)	locator_lock_and_get_object_with_evaluation	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	locator_lock_and_get_object_with_evaluation->recdes(local)->mvcc reeval filter	MVCC cond reevaluation reads via attr layer (heap_attrinfo_read_dbvalues path)	locked re-fetch + MVCC reevaluation on index scan	variable (per-attr resolve)	yes (user table)	RESOLVE	DONT_CONSUME_RAW_BYTES	DONT_CONSUME_RAW_BYTES	CORRECT	src/query/scan_manager.c:6864 scan_next_index_lookup_heap lock path	OOS index scan with lock	-	-
F-206	forward	heap instance RECDES	qexec_execute_update (has_delete lob-cleanup)	heap_get_visible_version	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	heap_get_visible_version->recdes(local)->heap_attrinfo_read_dbvalues(crt_del_lob_info->attr_info)	heap_attrinfo_read_dbvalues->...->oos_read (attr-layer Resolve); db_get_elo on resolved DB_VALUE then db_elo_delete	read LOB attributes to delete external LOB files on delete-during-update	variable (LOB locator attrs via attr layer; ADR-0002 LOB locators OOS-demotable)	yes (user table, BLOB/CLOB locator eligible for OOS)	RESOLVE	DONT_CONSUME_RAW_BYTES	DONT_CONSUME_RAW_BYTES	CORRECT	src/query/query_executor.c:10664 qexec_execute_update; consumer heap_attrinfo_read_dbvalues at query_executor.c:10671	OOS UPDATE with LOB column delete path	-	-
F-207	forward	heap instance RECDES	qexec_execute_delete (lob-cleanup)	heap_get_visible_version	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	heap_get_visible_version->recdes(local)->heap_attrinfo_read_dbvalues(crt_del_lob_info->attr_info)	heap_attrinfo_read_dbvalues->...->oos_read (attr-layer Resolve); db_get_elo->db_elo_delete	read LOB attributes to delete external LOB files on DELETE	variable (LOB locator attrs via attr layer)	yes (user table, BLOB/CLOB locator)	RESOLVE	DONT_CONSUME_RAW_BYTES	DONT_CONSUME_RAW_BYTES	CORRECT	src/query/query_executor.c:11474 qexec_execute_delete; consumer heap_attrinfo_read_dbvalues at query_executor.c:11481	OOS DELETE with LOB column	-	-
F-208	forward	heap instance RECDES	qexec_execute_duplicate_key_update	heap_get_visible_version	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	heap_get_visible_version->rec_descriptor(local)->[opt or_set_rep_id header-only]->heap_attrinfo_read_dbvalues(odku->attr_info)	heap_attrinfo_read_dbvalues->...->oos_read (attr-layer Resolve); eval_pred on resolved DB_VALUEs	fetch existing duplicate-key row, read attrs for ON DUPLICATE KEY UPDATE constraint eval	variable (per-attr resolve; or_set_rep_id only rewrites rep-id header bits, not variable area)	yes (user table)	RESOLVE	DONT_CONSUME_RAW_BYTES	DONT_CONSUME_RAW_BYTES	CORRECT	src/query/query_executor.c:12309 qexec_execute_duplicate_key_update; or_set_rep_id at query_executor.c:12325 (header only); consumer heap_attrinfo_read_dbvalues at query_executor.c:12331	OOS INSERT ... ON DUPLICATE KEY UPDATE	-	note: or_set_rep_id header rewrite is not raw variable-area consumption
F-209	forward	heap instance RECDES	qexec_execute_obj_fetch	locator_get_object	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	locator_get_object->oRec(local)->heap_attrinfo_read_dbvalues(cache_pred / cache_rest)	heap_attrinfo_read_dbvalues->...->oos_read (attr-layer Resolve)	object-fetch (path expr / OID deref) predicate + rest attribute read	variable (per-attr resolve)	yes (user table)	RESOLVE	DONT_CONSUME_RAW_BYTES	DONT_CONSUME_RAW_BYTES	CORRECT	src/query/query_executor.c:13857 qexec_execute_obj_fetch; consumers heap_attrinfo_read_dbvalues at query_executor.c:13987 and 14027	OOS object-fetch / path-expression	-	-
F-210	forward	heap instance RECDES	qexec_execute_selupd_list (click-counter increment)	locator_lock_and_get_object_with_evaluation	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	locator_lock_and_get_object_with_evaluation(recdes=NULL)->internal MVCC reeval only	MVCC cond reevaluation (internal attr-layer read); no recdes returned to caller	lock object + reevaluate for SELECT ... FOR UPDATE increment; caller reads no record bytes	none (recdes arg is NULL; caller consumes no bytes)	no (serial-like click counter, numeric)	RESOLVE	DONT_CONSUME_RAW_BYTES	DONT_CONSUME_RAW_BYTES	CORRECT	src/query/query_executor.c:14558 qexec_execute_selupd_list; recdes NULL passed at query_executor.c:14556	selupd increment path	-	recdes=NULL: no body consumed by this caller; policy governs internal reeval fetch which is attr-layer
