R-001	reverse	wal_undo_image	page (spage_get_record home slot)	-	n/a	heap_update_home->heap_log_update_physical->log_append_undoredo_recdes	log undo image RVHF_UPDATE_NOTIFY_VACUUM	mvcc_update	full (old on-page record)	yes	PRESERVE_PHYSICAL	stored form, OOS stubs intact	stored form (undo=context->home_recdes read from page)	CORRECT	src/storage/heap_file.c:23899 heap_log_update_physical(...,&context->home_recdes,home_page_updated_recdes_p,undo_rcvindex=RVHF_UPDATE_NOTIFY_VACUUM@23778); :24070 log_append_undoredo_recdes(old_recdes_p,new_recdes_p); home_recdes re-read via spage_get_record @23889	5.3/6.1	-	undo image is old on-page record; never an expanded fetch (expand_oos lives only on HEAP_GET_CONTEXT, not HEAP_OPERATION_CONTEXT)
R-002	reverse	wal_undo_image	forward page + home page (spage_get_record)	-	n/a	heap_update_relocation->heap_log_update_physical / heap_mvcc_log_home_change_on_delete->log_append_undoredo_recdes	RVHF_UPDATE_NOTIFY_VACUUM (home) + RVHF_DELETE_NEWHOME_NOTIFY_VACUUM (forward REC_NEWHOME)	mvcc_update_relocation	full (forward REC_NEWHOME carries OOS; home slot is forwarding OID)	yes	PRESERVE_PHYSICAL	stored form stubs intact on forward pre-image	stored form; forward pre-image read from forward page	CORRECT	src/storage/heap_file.c:23572-23573 log home undoredo; :23617-23623 delete_rcvindex=RVHF_DELETE_NEWHOME_NOTIFY_VACUUM for forward REC_NEWHOME; forward recdes from page	5.3	-	forward REC_NEWHOME undo consumed by vacuum forward-walk (R-017)
R-003	reverse	wal_undo_image	home page (forwarding recdes)	-	n/a	heap_update_bigone->heap_log_update_physical	RVHF_UPDATE_NOTIFY_VACUUM (home forwarding slot)	mvcc_update_bigone	header/OID (REC_RELOCATION/REC_BIGONE 8B forwarding OID)	no	PRESERVE_PHYSICAL	physical forwarding pointer only; no OOS in home slot	stored forwarding OID	CORRECT	src/storage/heap_file.c:23343-23344 log; :23161 heap_update_bigone; home undo is forwarding OID, excluded from OOS by vacuum guard vacuum_oos.cpp:245	-	-	OOS+bigone combo rejected at write (CBRD-26937); overflow body not OOS-bearing
R-004	reverse	wal_undo_image	home page (spage_get_record)	-	n/a	heap_delete_home->heap_mvcc_log_home_change_on_delete->log_append_undoredo_recdes	RVHF_MVCC_DELETE_MODIFY_HOME undo image	mvcc_delete	full (old REC_HOME record)	yes	PRESERVE_PHYSICAL	stored form; DELETE does not touch stubs	stored form (old_recdes=context->home_recdes)	CORRECT	src/storage/heap_file.c:22752-22754 spage_get_record into home_recdes; :22957 heap_mvcc_log_home_change_on_delete(&home_recdes,&forwarding_recdes); :20273 log_append_undoredo_recdes	6.2	-	DELETE keeps same OIDs on live record; reclaimed by normal REMOVE path not forward-walk (vacuum.c:3573)
R-005	reverse	wal_undo_image	forward page (spage_get_record)	-	n/a	heap_delete_relocation->heap_mvcc_log_home_change_on_delete / log_append_undoredo_recdes	RVHF_MVCC_DELETE_MODIFY_HOME / RVHF_DELETE	mvcc_delete_relocation	full (forward REC_NEWHOME record)	yes	PRESERVE_PHYSICAL	stored form stubs intact	stored form; forward recdes from page	CORRECT	src/storage/heap_file.c:22494-22496 spage_get_record; :22507 heap_mvcc_log_home_change_on_delete; :22597 log_append_undoredo_recdes(RVHF_DELETE,&forward_recdes,NULL)	6.2	-	-
R-006	reverse	wal_undo_image	home page (forwarding recdes)	-	n/a	heap_delete_bigone->log	RVHF_MVCC_DELETE_MODIFY_HOME (forwarding)	mvcc_delete_bigone	header/OID (forwarding OID)	no	PRESERVE_PHYSICAL	physical forwarding pointer only	stored forwarding OID	CORRECT	src/storage/heap_file.c:22028 heap_delete_bigone; overflow body handled separately, home slot is forwarding OID	-	-	OOS+bigone rejected at write time
R-007	reverse	wal_redo_image	caller recdes (heap_attrinfo_transform_to_disk)	-	n/a	heap_insert_physical->heap_log_insert_physical->log_append_undoredo_recdes	RVHF_INSERT / RVHF_INSERT_NEWHOME redo image	insert	full (new record, freshly built with stubs)	yes	PRESERVE_PHYSICAL	stored form; new stubs are the canonical on-disk form	stored form (record built by transform_to_disk with demotion+stubs)	CORRECT	src/storage/heap_file.c:21905-21914 log_append_undoredo_recdes(NULL,&recdes) INSERT/INSERT_NEWHOME; redo image is the stored record	5.1/5.2	-	insert has no old-version undo; redo image is authoritative stored form
R-008	reverse	recovery_redo	log rcv->data (physical image)	-	n/a	heap_rv_redo_update/heap_rv_undo_update->heap_rv_undoredo_update->heap_update_physical	spage physical slot write	recovery_redo_undo_update	full (physical slotted-page image)	yes	PRESERVE_PHYSICAL	apply raw bytes; never interpret variable area	physical: recdes.data=rcv->data+INT16, heap_update_physical	CORRECT	src/storage/heap_file.c:17601-17627 heap_rv_undoredo_update reads recdes.type from rcv->data then heap_update_physical; no OOS reference in any heap_rv_* fn	5.3/5.4	-	recovery treats heap record as opaque physical image
R-009	reverse	recovery_undo	log rcv->data (undo image)	-	n/a	heap_rv_undo_delete->heap_rv_redo_insert (spage_insert)	spage physical slot insert	recovery_undo_delete	full (old record re-inserted, stubs intact)	yes	PRESERVE_PHYSICAL	re-insert stored undo image physically	physical re-insert	CORRECT	src/storage/heap_file.c:17518-17544 heap_rv_undo_delete->heap_rv_redo_insert; then vacuum_rv_check_at_undo	5.2	-	undo of delete restores old physical record with stubs pointing to live chains
R-010	reverse	recovery_redo	log rcv->data	-	n/a	heap_rv_redo_delete->spage_delete/mark	spage physical delete	recovery_redo_delete	header/CHN (MVCC delete id apply)	yes	PRESERVE_PHYSICAL	physical delete-mark; stubs untouched	physical	CORRECT	src/storage/heap_file.c:17161 heap_rv_redo_delete; physical slot op, no OOS interpretation	-	-	-
