R-301	reverse	copyarea_ship	locator_lock_and_return_object	locator_get_object policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	locator_lock_and_return_object -> locator_get_object -> locator_lock_and_get_object_internal -> heap_get_visible_version_internal -> heap_record_replace_oos_oids; pack via locator_return_object_assign	client workspace (tf_disk_to_mem) via LC_COPYAREA	pack single instance record into LC_COPYAREA_ONEOBJ shipped to CS client	full	yes	EXPAND	EXPAND	EXPAND	CORRECT	src/transaction/locator_sr.c:2340 locator_lock_and_return_object (CONSUME at :2341, explicit OOS comment :2336-2339); pack locator_return_object_assign:2211 obj->length=recdes.length; callers xlocator_fetch:2525, xlocator_fetch_lockset:3160/3254, xlocator_fetch_lockhint_classes:11649	dynamic: fetch OOS-backed instance via csql/API, small copyarea -> S_DOESNT_FIT retry, value+length match	-	-
R-302	reverse	copyarea_ship	xlocator_fetch_all	heap_next policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	xlocator_fetch_all -> heap_next(...CONSUME...) -> heap_record_replace_oos_oids; pack loop :2915-2931	unloaddb (unload_printer -> desc_disk_to_obj, OOS-blind) and any LC_FETCH_ALL client via LC_COPYAREA	pack instance batch into LC_COPYAREA shipped to client	full	yes	EXPAND	EXPAND	EXPAND	CORRECT	src/transaction/locator_sr.c:2912-2913 xlocator_fetch_all heap_next CONSUME; obj->length=recdes.length:2920; consumer src/executables/unload_object.c:1538 locator_fetch_all -> :1387 desc_disk_to_obj; src/loaddb/load_object.c:915 desc_disk_to_obj OOS-blind	dynamic: unloaddb a class with OOS-backed VARCHAR, verify dumped values not stub bytes	-	CBRD-26948
R-303	reverse	copyarea_ship	xlocator_lock_and_fetch_all	heap_get_visible_version + heap_next policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	xlocator_lock_and_fetch_all -> (lock path) heap_next DONT_CONSUME for OID then heap_get_visible_version CONSUME; (no-lock path) heap_next CONSUME -> heap_record_replace_oos_oids; pack :2174-2190	CS client via LC_COPYAREA	pack locked instance batch into LC_COPYAREA shipped to client	full	yes	EXPAND	EXPAND	EXPAND	CORRECT	src/transaction/locator_sr.c:12150-12151 heap_get_visible_version CONSUME (shipped record), :12166-12167 heap_next CONSUME (no-lock path); :12125-12126 heap_next DONT_CONSUME is OID/lock only, re-fetched at 12150; obj->length=recdes.length:12179	dynamic: locked scan fetch of OOS-backed rows, value match after grow-retry	-	-
R-304	reverse	copyarea_ship	locator_return_object_assign	locator_get_object (CHN-uptodate branch, no fetch)	CONSUME(no-op)	locator_return_object_assign S_SUCCESS_CHN_UPTODATE -> obj->length=-chn, offset=-1, LC_FETCH_VERIFY_CHN	CS client (CHN verification, no record body)	signal client that cached CHN is current; no record bytes shipped	header/CHN	yes	STORED_SAFE	STORED_SAFE	STORED_SAFE	CORRECT	src/transaction/locator_sr.c:2229-2257 S_SUCCESS_CHN_UPTODATE branch ships no body	-	-	-
R-305	reverse	client_parse	server copyarea (R-301/302/303)	-	-	css opaque byte transport -> LC_RECDES_TO_GET_ONEOBJ -> tf_disk_to_mem	tf_disk_to_mem (client, OOS-blind)	client parses shipped instance record bytes into memory object	full	yes	EXPAND	EXPAND(server-side)	EXPAND(server-side)	CORRECT	src/transaction/locator_cl.c:3435,3453 tf_disk_to_mem; :3737 LC_RECDES_TO_GET_ONEOBJ; OOS-blind by design, safety = server always expands (R-301/302/303 satisfied)	-	-	-
R-306	reverse	client_parse	xlocator_fetch_all (R-302)	-	-	locator_fetch_all -> LC_COPYAREA -> unload_printer -> LC_RECDES_TO_GET_ONEOBJ -> desc_disk_to_obj	desc_disk_to_obj (unloaddb/loaddb, OOS-blind)	unloaddb dumps each fetched instance record	full	yes	EXPAND	EXPAND(server-side)	EXPAND(server-side)	CORRECT	src/executables/unload_object.c:1385-1387 unload_printer; src/loaddb/load_object.c:906-915 desc_disk_to_obj is_unloaddb, no OOS handling; depends on R-302 expanding	dynamic: unloaddb+loaddb round-trip of multi-chunk OOS VARCHAR/VARBIT	-	CBRD-26948
R-307	reverse	heap_reinsert	redistribute_partition_data	heap_get_visible_version policy=HEAP_RECDES_CONSUME_RAW_BYTES	CONSUME	redistribute_partition_data -> heap_get_visible_version CONSUME (expanded, stub-free) -> locator_insert_force(raw recdes) -> heap_create_insert_context -> heap_insert_logical	partition heap file (new instance record)	move instance from source heap to partition heap during redistribute	full	yes	EXPAND	EXPAND	EXPAND	CORRECT	src/transaction/locator_sr.c:13064-13066 heap_get_visible_version CONSUME; :13077-13080 locator_insert_force(&recdes); locator_insert_force:5060 recdes->type=REC_HOME, :5063 heap_create_insert_context, :5079 heap_insert_logical (raw, no attrinfo transform); expand clears HAS_OOS src/storage/heap_oos.cpp:282 and rewrites VOT stub-free :293	dynamic: redistribute partitioned table with OOS-backed rows, verify values and no stub bytes on target	F26847-R4-02	CBRD-26847-followup-no-redemote
R-308	reverse	heap_reinsert	locator_force replication apply (RBR)	client copyarea recdes WITH OOS stubs (physical repl image)	PRESERVE	locator_force -> locator_repl_prepare_force -> heap_recdes_contains_oos(recdes) -> locator_fixup_oos_oids_in_recdes (remap stub OIDs to fresh server OOS OIDs) -> locator_insert_force(raw recdes WITH stubs)	heap file (new instance record, physical OOS stubs preserved)	replica applies replicated heap record retaining OOS stubs	full+stubs	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CORRECT	src/transaction/locator_sr.c:7089-7098 heap_recdes_contains_oos+locator_fixup_oos_oids_in_recdes; :7105-7112 locator_insert_force with stub recdes; fixup src/transaction/locator_sr.c:14166-14263 remaps thread_p->oos_oids into VOT via or_put_oid	dynamic: HA/RBR replicate INSERT of OOS-backed row, verify replica value + fresh server-side OOS OIDs	-	rev-repl
R-309	reverse	heap_reinsert	locator_force LC_FLUSH_INSERT_OOS	replication OOS chunk copyarea (OOS_RECDES, not heap instance)	PRESERVE	locator_force LC_FLUSH_INSERT_OOS -> locator_oos_insert_force -> oos_insert; produced server OOS OIDs collected in thread_p->oos_oids for R-308 fixup	OOS file chunk records	replica inserts replicated OOS value chunks before heap record	full	n/a	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CORRECT	src/transaction/locator_sr.c:7102-7103 locator_oos_insert_force; :5287 locator_oos_insert_force; OOS chunk not a heap instance recdes but part of stub-carrying reinsert machinery	-	-	rev-repl
R-310	reverse	heap_reinsert	client DML insert (locator_attribute_info_force)	heap_attrinfo_transform_to_disk (write-time demotion)	PRESERVE	locator_attribute_info_force -> locator_allocate_copy_area_by_attr_info -> heap_attrinfo_transform_to_disk[_except_lob] (demotes largest-first) -> build_record WITH stubs -> locator_insert_force(raw)	heap file (new instance record)	normal client INSERT builds demoted record then stores it	full+stubs	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CORRECT	src/transaction/locator_sr.c:7495/7499 heap_attrinfo_transform_to_disk[_except_lob] in locator_allocate_copy_area_by_attr_info; demotion heap_attrinfo_determine_disk_layout src/storage/heap_file.c:12095; provenance (a) self-demotes	-	-	fwd-locator
