X-501	reverse	btree_leaf_key	btree_read_record/btree_read_record_without_decompression	spage_get_record(BTREE leaf/non-leaf page)	n/a	btree_read_record key decode	btree range/search key compare	read	key + leaf/non-leaf pointer header	no: b-tree page key record produced by btree_read_record; no MVCC header, no VOT, never OR_MVCC_FLAG_HAS_OOS	EXCLUDED	none	none	EXCLUDED	src/storage/btree.c:4258 btree_read_record, :4516 btree_read_record_without_decompression; fed by spage_get_record on BTREE leaf/non-leaf pages (e.g. :1786,:4790,:10799 merge array)	none	none	none
X-502	reverse	btree_overflow_oid	btree overflow-node reader (ovfl_copy_rec)	spage_get_record(BTREE_OVERFLOW_NODE page)	n/a	OID-list traversal	btree key OID-list scan	read	overflow OID-list record body	no: b-tree key overflow OID-list record on a BTREE_OVERFLOW_NODE page; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/btree.c:2503 ovfl_copy_rec, :9828,:11482 ovfl_rec, :12065 ovf_record	none	none	none
X-503	reverse	btree_leaf_key_build	btree_read_record during index build	spage_get_record(load leaf/non-leaf page)	n/a	btree_save_last_leafrec key read	index page build	read	leaf/non-leaf key record	no: b-tree key record produced during index load off the page being built; not a heap instance (the heap-scan key-extraction side is R-501)	EXCLUDED	none	none	EXCLUDED	src/storage/btree_load.c:1606,:1678,:1807,:4792,:4983 btree_read_record; header records at :282..:469	none	none	none
X-504	reverse	qfile_sort_key	qfile_make_sort_key / qfile_sort_get_next_parallel	SORT_REC built from a qfile list-file tuple	n/a	qfile_scan_list_next(PEEK) then memcpy key fields	external_sort input tuple	build	SORT_REC: tuple-id header + key field bytes	no: sort key record built from a qfile list-file tuple; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/query/list_file.c:3510 qfile_make_sort_key (data cast SORT_REC :3544-3561), :3862 parallel variant	none	none	none
X-505	reverse	qfile_list_tuple	qfile_generate_sort_tuple	qfile output tuple built from a returned SORT_REC	n/a	memcpy SORT_REC->qfile tuple	list-file add_tuple	build	qfile list-file output tuple	no: qfile list-file tuple image; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/query/list_file.c:3646 qfile_generate_sort_tuple (:3676-3688), added at :4213	none	none	none
X-506	reverse	sort_run_tuple	sort_spage_get_record / caller get_fn	sort work-page slot / caller-supplied get_fn	n/a	memcpy from sort scratch page	external merge/sort loop	read	sort run tuple (opaque length-prefixed item)	no: sort run tuple on a temp sort work page; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/external_sort.c:647 sort_spage_get_record (:672/:689), :1965-:2103 get_fn fills temp_recdes/long_recdes	none	none	none
X-507	reverse	sort_long_overflow	overflow_insert(FILE_TEMP) / sort_retrieve_longrec	overflow_get/overflow_insert	n/a	overflow chain	oversized sort tuple spill	read/write	long sort tuple stored as overflow body	no: oversized sort tuple in a FILE_TEMP overflow record; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/external_sort.c:2154 overflow_insert(&long_recdes,FILE_TEMP); retrieve :274 sort_retrieve_longrec	none	none	none
X-508	reverse	ehash_bucket	ehash_insert_bucket_record / spage_get_record	extendible-hash bucket page record	n/a	ehash_read_oid_from_record	hash lookup / bucket split	read/build	EHASH bucket record (key + OID)	no: extendible-hash bucket record; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/extendible_hash.c:1423,:1863 bucket read, :667 ehash_insert_bucket_record	none	none	none
X-509	reverse	ehash_long_key_overflow	ehash_allocate_recdes / ehash_compose_overflow	overflow_get	n/a	overflow chain	long hash-key compare	read	long EHASH key as overflow body	no: long EHASH key in an overflow record; not a heap instance	EXCLUDED	none	none	EXCLUDED	src/storage/extendible_hash.c:475 ehash_allocate_recdes, :545,:609 overflow_get long-key path	none	none	none
X-510	reverse	overflow_record_body	overflow_get_nbytes / overflow_insert	overflow_get/overflow_insert	n/a	OVERFLOW_FIRST_PART + REST chain reassembly	caller-defined	read/write	multipage overflow record body	no: generic physical multipage store; provenance is caller-defined (btree/ehash/sort/heap-bigone). Heap REC_BIGONE bodies routed here are OOS-free (see R-511)	EXCLUDED	none	none	EXCLUDED	src/storage/overflow_file.c:751 overflow_get_nbytes (memcpy :876), :82 overflow_insert (:929 overflow_get)	none	none	none
