R-401	reverse	unloaddb	xlocator_fetch_all	locator_fetch_all->xlocator_fetch_all	HEAP_RECDES_CONSUME_RAW_BYTES	unload_fetcher->locator_fetch_all(cl)->xlocator_fetch_all(sr)->heap_next->heap_scan_get_visible_version_impl->heap_get_visible_version_internal->heap_record_replace_oos_oids	desc_disk_to_obj(get_desc_current) load_object.c	ship LC_COPYAREA to CS client; OR_BUF parse VOT+variable area as attribute values	full	no	EXPAND	EXPAND	EXPAND	CORRECT	unload_object.c:1538 locator_fetch_all; unload_object.c:1385-1387 LC_RECDES_TO_GET_ONEOBJ->desc_disk_to_obj; locator_sr.c:2912-2913 heap_next COPY,HEAP_RECDES_CONSUME_RAW_BYTES; heap_file.c:26218,26240-26243 expand_oos guard; load_object.c OOS-blind	unloaddb table with OOS-backed VARBIT; verify dumped values equal originals not 16B stub bytes	F-R5-01	CBRD-26948 NOT reproduced at HEAD 6816023df; regression recurs only if CONSUME removed from locator_sr.c:2912
R-402	reverse	unloaddb	-	-	-	desc_disk_to_obj->get_desc_current/get_desc_old->or_get_offset_internal+data_readval	desc_disk_to_obj (load_object.c)	OR_BUF parse: read VOT offsets (vars[i]=offset2-offset) then data_readval each variable attr; ZERO OOS awareness	variable	no	EXPAND	EXPAND	EXPAND	CORRECT	load_object.c: rg OOS=0 references; get_desc_current:596-627 or_get_offset_internal, data_readval; shared terminal of R-401/R-403	craft OOS-backed record; ensure parser never sees IS_OOS stub bytes (guaranteed by upstream expand)	F-R5-01	Fragile terminal: safety wholly depends on producers R-401/R-403 keeping CONSUME_RAW_BYTES; no in-parser OOS guard
R-403	reverse	compactdb_cl	xlocator_fetch_all	locator_fetch_all->xlocator_fetch_all	HEAP_RECDES_CONSUME_RAW_BYTES	compactdb process_class->locator_fetch_all->xlocator_fetch_all(SA in-process)->heap_next(CONSUME)	desc_disk_to_obj (compactdb.c:442)	SA-mode offline compact: OR_BUF parse expanded recdes; then disk_update_instance re-writes	full	no	EXPAND	EXPAND	EXPAND	CORRECT	compactdb.c:429 locator_fetch_all LC_FETCH_MVCC_VERSION; :442 desc_disk_to_obj; :524 disk_update_instance; locator_sr.c:2912 CONSUME	offline compactdb on OOS table; verify data intact after compaction	F-R5-01	Same CBRD-26948 dependency as unloaddb; both share desc_disk_to_obj OOS-blind terminal
R-404	reverse	compactdb_cl	heap_get_visible_version	heap_get_visible_version	HEAP_RECDES_CONSUME_RAW_BYTES	compactdb process_value(DB_TYPE_OID)->heap_get_visible_version(PEEK,recdes=NULL)	scan_code existence check only	dangling-OID existence probe; recdes arg is NULL, only S_SUCCESS consumed	none	n/a	EXCLUDED	none/DONT_CONSUME	EXPAND	OVER_EXPAND	compactdb.c:564-566 heap_get_visible_version(...,NULL,...,HEAP_RECDES_CONSUME_RAW_BYTES); recdes not passed, only scan_code tested at :574	n/a (perf only)	F-R5-02	Redundant CONSUME: no recdes consumed; DONT_CONSUME suffices. Cross-link forward audit
R-405	reverse	compactdb_sr	xlocator_lock_and_fetch_all	xlocator_lock_and_fetch_all	HEAP_RECDES_CONSUME_RAW_BYTES	boot_compact_db->process_class->xlocator_lock_and_fetch_all->locator_lock_and_get_object_assign->locator_get_object(CONSUME)	desc_disk_to_attr_info->heap_attrinfo_read_dbvalues (server, OOS-aware)	server compact: parse copyarea recdes to attr_info; then process_object re-force	full	yes	RESOLVE	EXPAND-or-RESOLVE	EXPAND	CORRECT	compactdb_sr.c:395 xlocator_lock_and_fetch_all; :441-443 LC_RECDES_TO_GET_ONEOBJ->desc_disk_to_attr_info->heap_attrinfo_read_dbvalues; locator_sr.c:2336-2341 locator_get_object CONSUME	server compactdb on OOS table; verify values	-	Double-safe: producer expands AND consumer (attr layer) Resolves. xlocator_lock_and_fetch_all is a shared genuine-expand site (census 5-list); not compactdb-specific
R-406	reverse	compactdb_sr	locator_lock_and_get_object	locator_lock_and_get_object	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	process_object->locator_lock_and_get_object(COPY,DONT_CONSUME)->copy_recdes; ->locator_attribute_info_force(LC_FLUSH_UPDATE,&copy_recdes)	locator_attribute_info_force old-image + re-force via heap_attrinfo_determine_disk_layout	fetch old physical image for MVCC update; re-force re-demotes new record	full	yes	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CORRECT	compactdb_sr.c:215-217 DONT_CONSUME COPY; :261-265 locator_attribute_info_force UPDATE_INPLACE_NONE &copy_recdes; write path heap_attrinfo_determine_disk_layout re-demotes	compact OOS row; confirm re-demotion and old chain vacuumed	-	Reinsert=standard MVCC UPDATE: write path re-runs largest-first demotion (fresh OOS chains, M1); old chains reclaimed by vacuum (invariant 3), no leak. Old physical image correctly preserved (must NOT expand)
R-407	reverse	compactdb_sr	heap_get_visible_version	heap_get_visible_version	HEAP_RECDES_CONSUME_RAW_BYTES	process_value(DB_TYPE_OID)->heap_get_visible_version(PEEK,recdes=NULL)	scan_code + ref_class_oid only	referenced-OID existence/class probe; recdes NULL	none	n/a	EXCLUDED	none/DONT_CONSUME	EXPAND	OVER_EXPAND	compactdb_sr.c:108-110 heap_get_visible_version(...,NULL,...,HEAP_RECDES_CONSUME_RAW_BYTES); only scan_code/is_class used	n/a (perf only)	F-R5-02	Redundant CONSUME: recdes NULL, nothing consumed. Cross-link forward audit
R-408	reverse	loaddb	heap_get_visible_version	heap_get_visible_version	HEAP_RECDES_CONSUME_RAW_BYTES	server loader ldr_get_class_oid-equivalent->heap_next(DONT_CONSUME iterate)->heap_get_visible_version(PEEK,CONSUME)->heap_attrinfo_read_dbvalues	heap_attrinfo_read_dbvalues (server, OOS-aware)	scan db_user catalog rows to find user by name	full	yes	RESOLVE	RESOLVE	EXPAND	OVER_EXPAND	load_server_loader.cpp:242-243 heap_next DONT_CONSUME; :246-247 heap_get_visible_version PEEK CONSUME; :260 heap_attrinfo_read_dbvalues	loaddb into DB with OOS; verify user resolution	F-R5-02	Consumer resolves per-attr anyway so CONSUME redundant; db_user rows are tiny/never-OOS in practice. SAFE. Cross-link forward (loaddb/fwd-misc)
R-409	reverse	diagdb	heap_next	heap_next	HEAP_RECDES_DONT_CONSUME_RAW_BYTES	diagdb(DIAGDUMP_HEAP)->heap_dump_heap_file->heap_dump(dump_records)->heap_next(PEEK,DONT_CONSUME)->heap_attrinfo_read_dbvalues->heap_attrinfo_dump	heap_attrinfo_read_dbvalues->heap_attrinfo_dump (server, OOS-aware)	SA-mode value dump of each instance	full	yes	RESOLVE	RESOLVE	RESOLVE	CORRECT	heap_file.c:15624-15635 heap_next DONT_CONSUME, heap_attrinfo_read_dbvalues, heap_attrinfo_dump; attr read OOS dispatch heap_file.c:10476-10479	cubrid diagdb -d 10 <class> on OOS table; verify values resolved	-	Correct opt-out design: DONT_CONSUME + attr-layer Resolve
R-410	reverse	diagdb	spage_dump	spage_dump	-	heap_dump(dump_records)->spage_dump	spage_dump raw hex	raw hex dump of physical record bytes (stub bytes shown verbatim)	full	n/a	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	PRESERVE_PHYSICAL	CORRECT	heap_file.c:15558 spage_dump(thread_p,fp,pgptr,dump_records)	diagdb full dump; inspect raw record hex	-	Diagnostic raw dump; no value interpretation so OOS stubs cannot be misread as values
